YEAR	SITE	SITE_YR	PLOT_GL	Block	PLOT	GENO	ECOTYPE	TIME_SET	ADJ_FULL_JD	BIOMASS_AVG_Mg_ha	DLY7_PRCP_Totals	DLY7_TMAX_Avg	DLY7_TMIN_Avg	DLY7_Pen_PET	DLY14_PRCP_Totals	DLY14_TMAX_Avg	DLY14_TMIN_Avg	DLY14_Pen_PET	DLY30_PRCP_Totals	DLY30_TMAX_Avg	DLY30_TMIN_Avg	DLY30_Pen_PET	DLY60_PRCP_Totals	DLY60_TMAX_Avg	DLY60_TMIN_Avg	DLY60_Pen_PET	DLY90_PRCP_Totals	DLY90_TMAX_Avg	DLY90_TMIN_Avg	DLY90_Pen_PET	DLY120_PRCP_Totals	DLY120_TMAX_Avg	DLY120_TMIN_Avg	DLY120_Pen_PET	DLY150_PRCP_Totals	DLY150_TMAX_Avg	DLY150_TMIN_Avg	DLY150_Pen_PET	DLY180_PRCP_Totals	DLY180_TMAX_Avg	DLY180_TMIN_Avg	DLY180_Pen_PET	DLY210_PRCP_Totals	DLY210_TMAX_Avg	DLY210_TMIN_Avg	DLY210_Pen_PET	DLY240_PRCP_Totals	DLY240_TMAX_Avg	DLY240_TMIN_Avg	DLY240_Pen_PET	DLY270_PRCP_Totals	DLY270_TMAX_Avg	DLY270_TMIN_Avg	DLY270_Pen_PET	DLY365_PRCP_Totals	DLY365_TMAX_Avg	DLY365_TMIN_Avg	DLY365_Pen_PET
Y2017	TX	TX_17	TX.5F	TX.5	5F	Blackwell	Uplands	Harvest	TX117324	4.593888359	0	24.43714286	12.62914286	143.0016201	12.55	21.82571429	12.14364286	109.080827	35.3	23.66533333	11.63456667	136.6878501	53.65	26.95716667	14.55833333	145.1383968	125.55	28.64622222	16.34555556	157.8231121	181.65	30.44825	18.121	174.0477306	191.4	31.45086667	19.077	183.1367232	230.6	31.60427778	19.50377778	185.4167394	282	31.1677619	18.89315714	185.8392441	557.6	30.51191667	18.35285	181.9690545	595.95	29.689	17.69714074	178.3992473	798.9	26.67705801	14.90185359	163.5223018
Y2018	IL	IL_18	IL.1A	IL.1	1A	Liberty	Hybrids	Harvest	IL118329	13.560882	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.1B	IL.1	1B	Carthage	Hybrids	Harvest	IL118329	14.14857812	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.1C	IL.1	1C	Kanlow	Lowlands	Harvest	IL118329	15.8231977	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.1D	IL.1	1D	Blackwell	Uplands	Harvest	IL118329	9.845713541	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.1E	IL.1	1E	Alamo	Lowlands	Harvest	IL118329	14.33761445	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.1F	IL.1	1F	CIR	Uplands	Harvest	IL118329	12.18141562	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.2A	IL.2	2A	Alamo	Lowlands	Harvest	IL118329	9.385861438	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.2B	IL.2	2B	Kanlow	Lowlands	Harvest	IL118329	16.48897082	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.2C	IL.2	2C	Carthage	Hybrids	Harvest	IL118329	13.57877651	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.2D	IL.2	2D	CIR	Uplands	Harvest	IL118329	11.72278088	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.2E	IL.2	2E	Blackwell	Uplands	Harvest	IL118329	8.05785013	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.2F	IL.2	2F	Liberty	Hybrids	Harvest	IL118329	11.24031566	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.3A	IL.3	3A	Blackwell	Uplands	Harvest	IL118329	11.03394513	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.3B	IL.3	3B	CIR	Uplands	Harvest	IL118329	13.76801332	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.3C	IL.3	3C	Liberty	Hybrids	Harvest	IL118329	9.392808952	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.3D	IL.3	3D	Alamo	Lowlands	Harvest	IL118329	11.81229948	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.3E	IL.3	3E	Kanlow	Lowlands	Harvest	IL118329	18.41481947	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.3F	IL.3	3F	Carthage	Hybrids	Harvest	IL118329	14.87643688	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.4A	IL.4	4A	CIR	Uplands	Harvest	IL118329	11.17149318	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.4B	IL.4	4B	Alamo	Lowlands	Harvest	IL118329	10.36005867	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.4C	IL.4	4C	Kanlow	Lowlands	Harvest	IL118329	15.44047694	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.4D	IL.4	4D	Liberty	Hybrids	Harvest	IL118329	9.155739369	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.4E	IL.4	4E	Carthage	Hybrids	Harvest	IL118329	11.79028003	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.4F	IL.4	4F	Blackwell	Uplands	Harvest	IL118329	10.55179389	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.5A	IL.5	5A	Kanlow	Lowlands	Harvest	IL118329	16.67802227	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.5B	IL.5	5B	Liberty	Hybrids	Harvest	IL118329	9.017093312	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.5C	IL.5	5C	Blackwell	Uplands	Harvest	IL118329	10.49538088	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.5D	IL.5	5D	Carthage	Hybrids	Harvest	IL118329	12.95004777	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.5E	IL.5	5E	CIR	Uplands	Harvest	IL118329	13.93299803	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	IL	IL_18	IL.5F	IL.5	5F	Alamo	Lowlands	Harvest	IL118329	11.92044759	6.604	3.760714286	-3.647857143	29.50291497	12.192	2.597357143	-4.597428571	33.30120547	49.276	6.030066667	-1.146233333	45.84471275	147.32	11.00076667	1.766866667	63.80683051	250.698	16.22584444	6.066933333	83.76712963	317.246	19.26096667	8.51145	93.74057422	350.52	21.20957333	10.19296	104.6052485	533.654	22.07131111	11.11846667	108.0909909	710.692	22.36750476	11.04746667	110.8505422	755.65	20.7407875	9.477475	107.6027406	804.672	19.19021481	8.063374074	103.2178086	958.85	14.44118082	3.627249315	88.21352274
Y2018	MO	MO_18	MO.1A	MO.1	1A	Alamo	Lowlands	Harvest	MO118333	6.30875	26.92	4.971428571	-4.385714286	39.17175878	26.92	6.914285714	-2.65	52.53773087	66.28	6.56	-2.243333333	47.9480757	207.76	12.70666667	2.311666667	74.78379248	229.35	17.48333333	6.573333333	96.05830277	322.06	20.66166667	9.589166667	117.4888079	385.57	22.538	11.346	131.4293625	497.83	23.86166667	12.62333333	139.1979807	558.28	24.51	13.15238095	142.6654324	576.31	23.56291667	12.0175	141.3821475	657.59	21.95444444	10.66814815	133.3734631	774.16	17.63643836	6.365205479	117.6007043
Y2018	MO	MO_18	MO.1B	MO.1	1B	Liberty	Hybrids	Harvest	MO118333	14.88875	26.92	4.971428571	-4.385714286	39.17175878	26.92	6.914285714	-2.65	52.53773087	66.28	6.56	-2.243333333	47.9480757	207.76	12.70666667	2.311666667	74.78379248	229.35	17.48333333	6.573333333	96.05830277	322.06	20.66166667	9.589166667	117.4888079	385.57	22.538	11.346	131.4293625	497.83	23.86166667	12.62333333	139.1979807	558.28	24.51	13.15238095	142.6654324	576.31	23.56291667	12.0175	141.3821475	657.59	21.95444444	10.66814815	133.3734631	774.16	17.63643836	6.365205479	117.6007043
Y2018	MO	MO_18	MO.1C	MO.1	1C	Kanlow	Lowlands	Harvest	MO118333	13.58475	26.92	4.971428571	-4.385714286	39.17175878	26.92	6.914285714	-2.65	52.53773087	66.28	6.56	-2.243333333	47.9480757	207.76	12.70666667	2.311666667	74.78379248	229.35	17.48333333	6.573333333	96.05830277	322.06	20.66166667	9.589166667	117.4888079	385.57	22.538	11.346	131.4293625	497.83	23.86166667	12.62333333	139.1979807	558.28	24.51	13.15238095	142.6654324	576.31	23.56291667	12.0175	141.3821475	657.59	21.95444444	10.66814815	133.3734631	774.16	17.63643836	6.365205479	117.6007043
Y2018	MO	MO_18	MO.1D	MO.1	1D	Blackwell	Uplands	Harvest	MO118333	11.415	26.92	4.971428571	-4.385714286	39.17175878	26.92	6.914285714	-2.65	52.53773087	66.28	6.56	-2.243333333	47.9480757	207.76	12.70666667	2.311666667	74.78379248	229.35	17.48333333	6.573333333	96.05830277	322.06	20.66166667	9.589166667	117.4888079	385.57	22.538	11.346	131.4293625	497.83	23.86166667	12.62333333	139.1979807	558.28	24.51	13.15238095	142.6654324	576.31	23.56291667	12.0175	141.3821475	657.59	21.95444444	10.66814815	133.3734631	774.16	17.63643836	6.365205479	117.6007043
Y2018	MO	MO_18	MO.1E	MO.1	1E	Carthage	Hybrids	Harvest	MO118333	11.040625	26.92	4.971428571	-4.385714286	39.17175878	26.92	6.914285714	-2.65	52.53773087	66.28	6.56	-2.243333333	47.9480757	207.76	12.70666667	2.311666667	74.78379248	229.35	17.48333333	6.573333333	96.05830277	322.06	20.66166667	9.589166667	117.4888079	385.57	22.538	11.346	131.4293625	497.83	23.86166667	12.62333333	139.1979807	558.28	24.51	13.15238095	142.6654324	576.31	23.56291667	12.0175	141.3821475	657.59	21.95444444	10.66814815	133.3734631	774.16	17.63643836	6.365205479	117.6007043
Y2018	MO	MO_18	MO.1F	MO.1	1F	CIR	Uplands	Harvest	MO118333	9.0375	26.92	4.971428571	-4.385714286	39.17175878	26.92	6.914285714	-2.65	52.53773087	66.28	6.56	-2.243333333	47.9480757	207.76	12.70666667	2.311666667	74.78379248	229.35	17.48333333	6.573333333	96.05830277	322.06	20.66166667	9.589166667	117.4888079	385.57	22.538	11.346	131.4293625	497.83	23.86166667	12.62333333	139.1979807	558.28	24.51	13.15238095	142.6654324	576.31	23.56291667	12.0175	141.3821475	657.59	21.95444444	10.66814815	133.3734631	774.16	17.63643836	6.365205479	117.6007043
Y2018	MO	MO_18	MO.2A	MO.2	2A	CIR	Uplands	Harvest	MO118333	8.14375	26.92	4.971428571	-4.385714286	39.17175878	26.92	6.914285714	-2.65	52.53773087	66.28	6.56	-2.243333333	47.9480757	207.76	12.70666667	2.311666667	74.78379248	229.35	17.48333333	6.573333333	96.05830277	322.06	20.66166667	9.589166667	117.4888079	385.57	22.538	11.346	131.4293625	497.83	23.86166667	12.62333333	139.1979807	558.28	24.51	13.15238095	142.6654324	576.31	23.56291667	12.0175	141.3821475	657.59	21.95444444	10.66814815	133.3734631	774.16	17.63643836	6.365205479	117.6007043
Y2018	MO	MO_18	MO.2B	MO.2	2B	Carthage	Hybrids	Harvest	MO118333	8.570625	26.92	4.971428571	-4.385714286	39.17175878	26.92	6.914285714	-2.65	52.53773087	66.28	6.56	-2.243333333	47.9480757	207.76	12.70666667	2.311666667	74.78379248	229.35	17.48333333	6.573333333	96.05830277	322.06	20.66166667	9.589166667	117.4888079	385.57	22.538	11.346	131.4293625	497.83	23.86166667	12.62333333	139.1979807	558.28	24.51	13.15238095	142.6654324	576.31	23.56291667	12.0175	141.3821475	657.59	21.95444444	10.66814815	133.3734631	774.16	17.63643836	6.365205479	117.6007043
Y2018	MO	MO_18	MO.2C	MO.2	2C	Liberty	Hybrids	Harvest	MO118333	10.13125	26.92	4.971428571	-4.385714286	39.17175878	26.92	6.914285714	-2.65	52.53773087	66.28	6.56	-2.243333333	47.9480757	207.76	12.70666667	2.311666667	74.78379248	229.35	17.48333333	6.573333333	96.05830277	322.06	20.66166667	9.589166667	117.4888079	385.57	22.538	11.346	131.4293625	497.83	23.86166667	12.62333333	139.1979807	558.28	24.51	13.15238095	142.6654324	576.31	23.56291667	12.0175	141.3821475	657.59	21.95444444	10.66814815	133.3734631	774.16	17.63643836	6.365205479	117.6007043
Y2018	MO	MO_18	MO.2D	MO.2	2D	Kanlow	Lowlands	Harvest	MO118333	8.65875	26.92	4.971428571	-4.385714286	39.17175878	26.92	6.914285714	-2.65	52.53773087	66.28	6.56	-2.243333333	47.9480757	207.76	12.70666667	2.311666667	74.78379248	229.35	17.48333333	6.573333333	96.05830277	322.06	20.66166667	9.589166667	117.4888079	385.57	22.538	11.346	131.4293625	497.83	23.86166667	12.62333333	139.1979807	558.28	24.51	13.15238095	142.6654324	576.31	23.56291667	12.0175	141.3821475	657.59	21.95444444	10.66814815	133.3734631	774.16	17.63643836	6.365205479	117.6007043
Y2018	MO	MO_18	MO.2E	MO.2	2E	Blackwell	Uplands	Harvest	MO118333	10.395	26.92	4.971428571	-4.385714286	39.17175878	26.92	6.914285714	-2.65	52.53773087	66.28	6.56	-2.243333333	47.9480757	207.76	12.70666667	2.311666667	74.78379248	229.35	17.48333333	6.573333333	96.05830277	322.06	20.66166667	9.589166667	117.4888079	385.57	22.538	11.346	131.4293625	497.83	23.86166667	12.62333333	139.1979807	558.28	24.51	13.15238095	142.6654324	576.31	23.56291667	12.0175	141.3821475	657.59	21.95444444	10.66814815	133.3734631	774.16	17.63643836	6.365205479	117.6007043
