Plot,Transect,Sampling Date,SPP6,Number,MeanWeight,TotWeight
PFCA 1,7,2019-08-22,ERISPP,412,0.03275,13.493
PFCA 1,7,2019-08-22,POAPRA,6,0.2459279172857143,1.475567503714286
PFCA 1,7,2019-08-22,RATPIN,1,0.8603238096666666,0.8603238096666666
PFCA 1,7,2019-08-22,MEDLUP,1,1.523170634920635,1.523170634920635
PFCA 1,7,2019-08-22,DIGISC,2,0.7629692333333333,1.5259384666666667
PFCA 1,7,2019-08-22,ACHMIL,3,0.2219908636428572,0.6659725909285716
PFCA 1,7,2019-08-22,CYPECH,118,0.379847619047619,44.822019047619044
PFCA 1,6,2019-08-22,ERISPP,42,0.03275,1.3755000000000002
PFCA 1,6,2019-08-22,MEDLUP,1,1.523170634920635,1.523170634920635
PFCA 1,6,2019-08-22,BROJAP,5,1.65777,8.28885
PFCA 1,6,2019-08-22,SETSPP,1,1.3855,1.3855
PFCA 1,6,2019-08-22,VEROSP,1,0.102,0.102
PFCA 1,6,2019-08-22,OXADIL,2,0.1922,0.3844
PFCA 1,6,2019-08-22,KUMSPP,1,1.6195276362083333,1.6195276362083333
PFCA 1,9,2019-08-22,VEROSP,1,0.102,0.102
PFCA 1,9,2019-08-22,MELSPP,1,2.322282,2.322282
TP,10,2019-08-22,DICLAN,1,0.2403836666666667,0.2403836666666667
TP,10,2019-08-22,CROSAG,12,6.440666666666667,77.28800000000001
PFCA 1,1,2019-08-22,THLARV,1,1.014025,1.014025
PFCA 1,1,2019-08-22,ERISPP,4,0.03275,0.131
PFCA 1,1,2019-08-22,DIGISC,1,0.7629692333333333,0.7629692333333333
PFCA 1,1,2019-08-22,UNKBRA,1,,
TP,3,2019-08-22,BARVUL,5,0.6333466666666666,3.166733333333333
TP,3,2019-08-22,FESPAR,6,1.0607,6.3642
TP,3,2019-08-22,DICLAN,1,0.2403836666666667,0.2403836666666667
TP,3,2019-08-22,PYCTEN,2,0.07830793650793652,0.15661587301587304
TP,3,2019-08-22,POAPRA,1,0.2459279172857143,0.2459279172857143
PFCA 3,5,2019-08-22,AMOCAN,1,2.469646333333333,2.469646333333333
PFCA 3,5,2019-08-22,AGRHYE,1,0.04116984126984127,0.04116984126984127
PFCA 3,5,2019-08-22,MELSPP,1,2.322282,2.322282
PFCA 3,5,2019-08-22,JUNSPP,5,0.008396666666666667,0.04198333333333333
TP,9,2019-08-22,CROSAG,18,6.440666666666667,115.932
TP,9,2019-08-22,ACHMIL,4,0.2219908636428572,0.8879634545714288
TP,9,2019-08-22,DICLAN,1,0.2403836666666667,0.2403836666666667
TP,9,2019-08-22,AGRHYE,1,0.04116984126984127,0.04116984126984127
PFCA 3,9,2019-08-22,MOLVER,2,0.22164999999999999,0.44329999999999997
PFCA 3,9,2019-08-22,MELSPP,24,2.322282,55.734768
PFCA 3,1,2019-08-22,KUMSPP,1,1.6195276362083333,1.6195276362083333
PFCA 3,1,2019-08-22,JUNSPP,8,0.008396666666666667,0.06717333333333333
PFCA 3,1,2019-08-22,ERYYUC,1,3.903582083333333,3.903582083333333
PFCA 3,1,2019-08-22,AGRHYE,1,0.04116984126984127,0.04116984126984127
PFCA 3,1,2019-08-22,VULOCT,2,0.40173333333333333,0.8034666666666667
PFCA 2,2,2019-08-22,MEDLUP,63,1.523170634920635,95.95975000000001
PFCA 2,2,2019-08-22,CARBUS,1,2.4875442857142858,2.4875442857142858
PFCA 3,9,2019-08-22,CARBUS,1,2.4875442857142858,2.4875442857142858
PFCA 3,9,2019-08-22,TRAOHI,3,3.368574523809524,10.105723571428571
PFCA 3,2,2019-08-22,ERISPP,1,0.03275,0.03275
PFCA 3,3,2019-08-22,JUNSPP,1,0.008396666666666667,0.008396666666666667
PFCA 3,3,2019-08-22,TRAOHI,1,3.368574523809524,3.368574523809524
PFCA 3,3,2019-08-22,MELSPP,1,2.322282,2.322282
PFCA 2,6,2019-08-22,FESPAR,1,1.0607,1.0607
PFCA 2,6,2019-08-22,ERISPP,12,0.03275,0.393
PFCA 2,6,2019-08-22,MELSPP,28,2.322282,65.023896
PFCA 2,6,2019-08-22,PYCTEN,2,0.07830793650793652,0.15661587301587304
PFCA 2,6,2019-08-22,POAPRA,1,0.2459279172857143,0.2459279172857143
PFCA 2,9,2019-08-22,MELSPP,53,2.322282,123.080946
PFCA 2,9,2019-08-22,POAPRA,6,0.2459279172857143,1.475567503714286
PFCA 2,9,2019-08-22,MONFIS,1,0.3551962352499999,0.3551962352499999
PFCA 2,9,2019-08-22,PENDIG,6,0.26892472222222236,1.613548333333334
PFCA 2,4,2019-08-22,DIGISC,2,0.7629692333333333,1.5259384666666667
PFCA 2,4,2019-08-22,MEDLUP,12,1.523170634920635,18.27804761904762
PFCA 2,4,2019-08-22,KOEMAC,3,0.23667,0.71001
PFCA 2,4,2019-08-22,CYPECH,1,0.379847619047619,0.379847619047619
PFCA 2,4,2019-08-22,CYPACU,3,0.06564,0.19692
PFCA 2,4,2019-08-22,JUNSPP,10,0.008396666666666667,0.08396666666666666
PFCA 2,4,2019-08-22,FESPAR,1,1.0607,1.0607
PFCA 2,8,2019-08-22,ERISPP,1,0.03275,0.03275
PFCA 2,8,2019-08-22,MELSPP,13,2.322282,30.189666
PFCA 3,8,2019-08-22,CARFES,12,0.8268,9.9216
PFCA 3,8,2019-08-22,MELSPP,2,2.322282,4.644564
PFCA 3,8,2019-08-22,AGRHYE,2,0.04116984126984127,0.08233968253968255
PFCA 3,8,2019-08-22,JUNSPP,15,0.008396666666666667,0.12595
PFCA 3,4,2019-08-22,JUNSPP,27,0.008396666666666667,0.22671
PFCA 3,4,2019-08-22,MELSPP,29,2.322282,67.346178
PFCA 2,5,2019-08-22,CORLAN,5,1.3795757576666672,6.897878788333336
PFCA 2,5,2019-08-22,MONFIS,3,0.3551962352499999,1.0655887057499998
PFCA 2,5,2019-08-22,ERISPP,5,0.03275,0.16375
PFCA 2,5,2019-08-22,KOEMAC,7,0.23667,1.65669
PFCA 2,10,2019-08-22,UNKFRB46,1,,
PFCA 2,10,2019-08-22,MONFIS,1,0.3551962352499999,0.3551962352499999
PFCA 2,10,2019-08-22,CYPACU,5,0.06564,0.32820000000000005
PFCA 2,10,2019-08-22,MELSPP,1,2.322282,2.322282
PFCA 3,7,2019-08-22,CARFES,4,0.8268,3.3072
PFCA 3,10,2019-08-22,TRAOHI,3,3.368574523809524,10.105723571428571
PFCA 3,10,2019-08-22,CARBUS,1,2.4875442857142858,2.4875442857142858
PFCA 2,2,2019-09-05,SETSPP,0,1.3855,0.0
PFCA 2,2,2019-09-05,ECHPAL,1,5.660200000000001,5.660200000000001
PFCA 2,2,2019-09-05,RATPIN,6,0.8603238096666666,5.161942858
PFCA 2,2,2019-09-05,MEDLUP,47,1.523170634920635,71.58901984126985
PFCA 2,2,2019-09-05,CORLAN,8,1.3795757576666672,11.036606061333337
PFCA 2,2,2019-09-05,CERSPP,1,0.1108952380952381,0.1108952380952381
PFCA 2,2,2019-09-05,MONFIS,2,0.3551962352499999,0.7103924704999998
PFCA 2,2,2019-09-05,KOEMAC,12,0.23667,2.84004
PFCA 2,2,2019-09-05,PENDIG,5,0.26892472222222236,1.3446236111111118
PFCA 2,2,2019-09-05,CARBUS,1,2.4875442857142858,2.4875442857142858
PFCA 3,2,2019-09-05,CYPACU,4,0.06564,0.26256
PFCA 3,2,2019-09-05,MOLVER,1,0.22164999999999999,0.22164999999999999
PFCA 3,2,2019-09-05,ERYYUC,2,3.903582083333333,7.807164166666666
TP,1,2019-09-05,CARBUS,1,2.4875442857142858,2.4875442857142858
TP,1,2019-09-05,PYCTEN,9,0.07830793650793652,0.7047714285714287
TP,1,2019-09-05,JUNSPP,32,0.008396666666666667,0.26869333333333334
TP,1,2019-09-05,AGRHYE,1,0.04116984126984127,0.04116984126984127
TP,1,2019-09-05,HELMOL,1,4.022819047666667,4.022819047666667
TP,1,2019-09-05,DICLAN,4,0.2403836666666667,0.9615346666666668
TP,1,2019-09-05,CHEALB,1,0.5864540671052633,0.5864540671052633
TP,1,2019-09-05,UNKFRB47,1,,
TP,1,2019-09-05,GALOBT,9,2.54,22.86
PFCA 1,4,2019-09-05,AMBART,4,3.30768,13.23072
PFCA 1,4,2019-09-05,CYPECH,2,0.379847619047619,0.759695238095238
PFCA 1,4,2019-09-05,MYOVER,3,0.3651714285714286,1.0955142857142857
PFCA 1,9,2019-09-05,SETSPP,5,1.3855,6.9275
PFCA 1,9,2019-09-05,ERIVIL,6,1.1196,6.717599999999999
PFCA 1,9,2019-09-05,ACAVIR,1,0.6113333333333333,0.6113333333333333
PFCA 1,9,2019-09-05,RATPIN,15,0.8603238096666666,12.904857144999998
PFCA 2,5,2019-09-05,KOEMAC,9,0.23667,2.13003
PFCA 2,5,2019-09-05,CORLAN,12,1.3795757576666672,16.554909092000006
PFCA 2,5,2019-09-05,PLAVIR,2,0.3989142857142857,0.7978285714285714
PFCA 2,5,2019-09-05,MONFIS,5,0.3551962352499999,1.7759811762499993
PFCA 2,5,2019-09-05,JUNSPP,52,0.008396666666666667,0.43662666666666666
PFCA 2,5,2019-09-05,MYOVER,1,0.3651714285714286,0.3651714285714286
PFCA 2,5,2019-09-05,THLARV,1,1.014025,1.014025
PFCA 2,5,2019-09-05,ACAVIR,1,0.6113333333333333,0.6113333333333333
PFCA 2,5,2019-09-05,SPHOBT,1,0.3955190476190476,0.3955190476190476
PFCA 2,5,2019-09-05,RATPIN,2,0.8603238096666666,1.720647619333333
PFCA 2,5,2019-09-05,CYPECH,1,0.379847619047619,0.379847619047619
PFCA 2,5,2019-09-05,BARVUL,1,0.6333466666666666,0.6333466666666666
TP,6,2019-09-05,SCHSCO,1,1.2507505000476191,1.2507505000476191
TP,6,2019-09-05,ACAVIR,1,0.6113333333333333,0.6113333333333333
TP,6,2019-09-05,SPHOBT,1,0.3955190476190476,0.3955190476190476
PFCA 1,8,2019-09-05,CYPECH,34,0.379847619047619,12.914819047619046
PFCA 1,8,2019-09-05,ERISPP,1,0.03275,0.03275
PFCA 3,6,2019-09-05,ERYYUC,1,3.903582083333333,3.903582083333333
PFCA 2,10,2019-09-05,RATPIN,2,0.8603238096666666,1.720647619333333
PFCA 2,10,2019-09-05,CYPECH,3,0.379847619047619,1.139542857142857
PFCA 2,10,2019-09-05,SETSPP,1,1.3855,1.3855
PFCA 2,10,2019-09-05,MONFIS,1,0.3551962352499999,0.3551962352499999
PFCA 2,10,2019-09-05,DIGISC,6,0.7629692333333333,4.5778154
PFCA 2,10,2019-09-05,SPHOBT,1,0.3955190476190476,0.3955190476190476
PFCA 2,10,2019-09-05,CYPACU,24,0.06564,1.57536
PFCA 2,10,2019-09-05,BIDARI,1,2.101,2.101
PFCA 2,10,2019-09-05,DICLAN,1,0.2403836666666667,0.2403836666666667
PFCA 2,10,2019-09-05,KOEMAC,6,0.23667,1.42002
PFCA 2,10,2019-09-05,VEROSP,1,0.102,0.102
PFCA 1,10,2019-09-05,MELSPP,1,2.322282,2.322282
PFCA 1,10,2019-09-05,JUNSPP,2,0.008396666666666667,0.016793333333333334
PFCA 1,10,2019-09-05,ERISPP,2,0.03275,0.0655
PFCA 1,10,2019-09-05,KUMSPP,4,1.6195276362083333,6.478110544833333
PFCA 1,10,2019-09-05,ACHMIL,4,0.2219908636428572,0.8879634545714288
PFCA 1,10,2019-09-05,SPHOBT,1,0.3955190476190476,0.3955190476190476
PFCA 3,1,2019-09-05,ERYYUC,3,3.903582083333333,11.710746249999998
PFCA 3,1,2019-09-05,SORNUT,1,1.9083801666666669,1.9083801666666669
PFCA 1,9,2019-09-19,RUDHIR,1,0.4013691482916667,0.4013691482916667
PFCA 1,9,2019-09-19,DESSPP,1,4.89925,4.89925
PFCA 1,9,2019-09-19,ERIVIL,21,1.1196,23.511599999999998
PFCA 1,9,2019-09-19,CHAFAS,164,7.381539394,1210.572460616
PFCA 1,9,2019-09-19,RATPIN,10,0.8603238096666666,8.603238096666665
PFCA 1,9,2019-09-19,SETSPP,48,1.3855,66.50399999999999
PFCA 1,9,2019-09-19,ERISPP,2,0.03275,0.0655
PFCA 1,9,2019-09-19,ACAVIR,5,0.6113333333333333,3.0566666666666666
TP,2,2019-09-05,POAPRA,5,0.2459279172857143,1.2296395864285716
TP,2,2019-09-05,PYCTEN,11,0.07830793650793652,0.8613873015873017
TP,2,2019-09-05,AGRHYE,1,0.04116984126984127,0.04116984126984127
PFCA 1,1,2019-09-05,SETSPP,5,1.3855,6.9275
PFCA 1,1,2019-09-05,CHEALB,1,0.5864540671052633,0.5864540671052633
PFCA 1,1,2019-09-05,ACAVIR,2,0.6113333333333333,1.2226666666666666
PFCA 1,1,2019-09-05,THLARV,3,1.014025,3.0420749999999996
PFCA 1,2,2019-09-05,STRLEI,1,12.690452,12.690452
PFCA 1,2,2019-09-05,ERISPP,9,0.03275,0.29475
PFCA 1,2,2019-09-05,MYOVER,1,0.3651714285714286,0.3651714285714286
PFCA 1,2,2019-09-05,CYPECH,3,0.379847619047619,1.139542857142857
PFCA 1,8,2019-09-05,RUDHIR,1,0.4013691482916667,0.4013691482916667
PFCA 1,8,2019-09-05,MYOVER,1,0.3651714285714286,0.3651714285714286
PFCA 1,8,2019-09-05,DIGISC,1,0.7629692333333333,0.7629692333333333
PFCA 3,4,2019-09-05,ERYYUC,2,3.903582083333333,7.807164166666666
PFCA 3,4,2019-09-05,MELSPP,22,2.322282,51.090204
PFCA 3,4,2019-09-05,ACAVIR,1,0.6113333333333333,0.6113333333333333
PFCA 3,4,2019-09-05,JUNSPP,7,0.008396666666666667,0.05877666666666667
PFCA 1,3,2019-09-05,ERISPP,1,0.03275,0.03275
PFCA 1,3,2019-09-05,SETSPP,2,1.3855,2.771
PFCA 1,3,2019-09-05,ACAVIR,1,0.6113333333333333,0.6113333333333333
PFCA 1,3,2019-09-05,PENDIG,1,0.26892472222222236,0.26892472222222236
PFCA 1,6,2019-09-05,EUPSPP,11,0.6856395833333334,7.542035416666668
PFCA 1,6,2019-09-05,MEDLUP,11,1.523170634920635,16.754876984126987
PFCA 1,6,2019-09-05,ACAVIR,1,0.6113333333333333,0.6113333333333333
PFCA 1,6,2019-09-05,ERISPP,25,0.03275,0.8187500000000001
PFCA 1,6,2019-09-05,SETSPP,3,1.3855,4.156499999999999
PFCA 1,6,2019-09-05,CYPECH,3,0.379847619047619,1.139542857142857
PFCA 3,5,2019-09-05,MELSPP,1,2.322282,2.322282
PFCA 3,5,2019-09-05,UNKFRB50,1,,
PFCA 3,5,2019-09-05,AGRHYE,2,0.04116984126984127,0.08233968253968255
PFCA 3,5,2019-09-05,JUNSPP,19,0.008396666666666667,0.15953666666666666
PFCA 1,7,2019-09-05,ACHMIL,3,0.2219908636428572,0.6659725909285716
PFCA 1,7,2019-09-05,FESPAR,1,1.0607,1.0607
PFCA 1,7,2019-09-05,CYPECH,66,0.379847619047619,25.069942857142852
PFCA 1,7,2019-09-05,SETSPP,1,1.3855,1.3855
PFCA 1,7,2019-09-05,UNKCYP1,1,,
PFCA 1,7,2019-09-05,ERISPP,20,0.03275,0.655
PFCA 1,5,2019-09-05,FESARU,1,1.73,1.73
PFCA 1,5,2019-09-05,ACHMIL,16,0.2219908636428572,3.551853818285715
PFCA 1,5,2019-09-05,PENDIG,1,0.26892472222222236,0.26892472222222236
PFCA 2,7,2019-09-05,RATPIN,3,0.8603238096666666,2.580971429
PFCA 2,7,2019-09-05,MONFIS,1,0.3551962352499999,0.3551962352499999
PFCA 2,7,2019-09-05,SPHOBT,10,0.3955190476190476,3.955190476190476
PFCA 2,7,2019-09-05,CARBUS,1,2.4875442857142858,2.4875442857142858
PFCA 2,7,2019-09-05,PYCTEN,2,0.07830793650793652,0.15661587301587304
PFCA 2,7,2019-09-05,SCHSCO,1,1.2507505000476191,1.2507505000476191
PFCA 2,7,2019-09-05,MELSPP,1,2.322282,2.322282
PFCA 2,7,2019-09-05,POAPRA,11,0.2459279172857143,2.7052070901428573
PFCA 1,5,2019-06-27,DIGISC,19,0.7629692333333333,14.496415433333333
PFCA 2,3,2019-09-05,SETSPP,2,1.3855,2.771
PFCA 2,3,2019-09-05,CYPECH,2,0.379847619047619,0.759695238095238
PFCA 2,3,2019-09-05,ACAVIR,1,0.6113333333333333,0.6113333333333333
PFCA 2,3,2019-09-05,CORLAN,5,1.3795757576666672,6.897878788333336
PFCA 2,3,2019-09-05,PLAVIR,3,0.3989142857142857,1.196742857142857
PFCA 2,3,2019-09-05,SPHOBT,17,0.3955190476190476,6.723823809523809
PFCA 2,3,2019-09-05,VEROSP,1,0.102,0.102
PFCA 2,3,2019-09-05,MONFIS,18,0.3551962352499999,6.393532234499998
PFCA 2,3,2019-09-05,UNKBRA2,3,,
PFCA 2,3,2019-09-05,RUDHIR,8,0.4013691482916667,3.2109531863333336
PFCA 2,3,2019-09-05,FESPAR,1,1.0607,1.0607
TP,8,2019-09-05,CARBUS,4,2.4875442857142858,9.950177142857143
TP,8,2019-09-05,ERISPP,2,0.03275,0.0655
TP,8,2019-09-05,POLSPP,2,0.3775,0.755
TP,8,2019-09-05,DICLAN,1,0.2403836666666667,0.2403836666666667
TP,8,2019-09-05,UNKFRB51,1,,
TP,8,2019-09-05,AGRHYE,1,0.04116984126984127,0.04116984126984127
PFCA 2,1,2019-09-05,ERISPP,3,0.03275,0.09825
PFCA 2,1,2019-09-05,FESPAR,4,1.0607,4.2428
PFCA 2,1,2019-09-05,SPHOBT,7,0.3955190476190476,2.7686333333333333
PFCA 2,1,2019-09-05,CORLAN,2,1.3795757576666672,2.7591515153333344
PFCA 2,1,2019-09-05,KOEMAC,18,0.23667,4.26006
PFCA 2,1,2019-09-05,MONFIS,1,0.3551962352499999,0.3551962352499999
PFCA 2,1,2019-09-05,DIGISC,3,0.7629692333333333,2.2889077
PFCA 2,1,2019-09-05,RATPIN,5,0.8603238096666666,4.3016190483333325
PFCA 2,1,2019-09-05,ANAMIN,2,0.030752380952380948,0.061504761904761895
TP,7,2019-09-05,ACAVIR,1,0.6113333333333333,0.6113333333333333
TP,7,2019-09-05,POLSPP,5,0.3775,1.8875
TP,7,2019-09-05,RUDHIR,1,0.4013691482916667,0.4013691482916667
TP,5,2019-09-05,CARFES,1,0.8268,0.8268
TP,5,2019-09-05,DESSPP,4,4.89925,19.597
TP,5,2019-09-05,POAPRA,1,0.2459279172857143,0.2459279172857143
TP,10,2019-09-05,CROSAG,19,6.440666666666667,122.37266666666667
TP,10,2019-09-05,PYCTEN,7,0.07830793650793652,0.5481555555555556
TP,10,2019-09-05,DICLAN,1,0.2403836666666667,0.2403836666666667
TP,10,2019-09-05,UNKFRB51,1,,
PFCA 2,8,2019-09-05,RATPIN,1,0.8603238096666666,0.8603238096666666
PFCA 2,8,2019-09-05,CARBUS,1,2.4875442857142858,2.4875442857142858
PFCA 2,8,2019-09-05,UNKFRB52,1,,
PFCA 2,8,2019-09-05,FESPAR,2,1.0607,2.1214
PFCA 2,8,2019-09-05,BROJAP,5,1.65777,8.28885
PFCA 2,8,2019-09-05,POAPRA,1,0.2459279172857143,0.2459279172857143
PFCA 2,8,2019-09-05,BARVUL,2,0.6333466666666666,1.2666933333333332
PFCA 2,8,2019-09-05,MELSPP,11,2.322282,25.545102
TP,3,2019-09-05,DESSPP,4,4.89925,19.597
TP,3,2019-09-05,RUDHIR,2,0.4013691482916667,0.8027382965833334
TP,3,2019-09-05,FESPAR,3,1.0607,3.1821
TP,3,2019-09-05,ANDGER,23,2.256351194444445,51.89607747222223
TP,3,2019-09-05,BARVUL,8,0.6333466666666666,5.066773333333333
TP,3,2019-09-05,PYCTEN,5,0.07830793650793652,0.39153968253968263
TP,3,2019-09-05,EUPCOR,1,3.817827777777776,3.817827777777776
PFCA 2,6,2019-09-05,MELSPP,15,2.322282,34.83423
PFCA 2,6,2019-09-05,RATPIN,1,0.8603238096666666,0.8603238096666666
PFCA 2,6,2019-09-05,POAPRA,10,0.2459279172857143,2.4592791728571433
PFCA 2,6,2019-09-05,SETSPP,1,1.3855,1.3855
PFCA 2,6,2019-09-05,CYPACU,1,0.06564,0.06564
PFCA 2,6,2019-09-05,MONFIS,1,0.3551962352499999,0.3551962352499999
PFCA 2,6,2019-09-05,PYCPIL,1,0.12000000000000001,0.12000000000000001
PFCA 2,6,2019-09-05,PYCTEN,6,0.07830793650793652,0.4698476190476191
PFCA 3,3,2019-09-05,CARFES,1,0.8268,0.8268
PFCA 3,3,2019-09-05,PYCTEN,7,0.07830793650793652,0.5481555555555556
PFCA 3,3,2019-09-05,ERYYUC,1,3.903582083333333,3.903582083333333
PFCA 3,3,2019-09-05,MELSPP,1,2.322282,2.322282
PFCA 3,7,2019-09-05,CARFES,124,0.8268,102.5232
PFCA 3,7,2019-09-05,CYPACU,1,0.06564,0.06564
PFCA 3,7,2019-09-05,JUNSPP,2,0.008396666666666667,0.016793333333333334
PFCA 3,8,2019-09-05,CARBUS,1,2.4875442857142858,2.4875442857142858
PFCA 3,8,2019-09-05,CARFES,5,0.8268,4.134
PFCA 2,4,2019-09-05,DIGISC,4,0.7629692333333333,3.0518769333333333
PFCA 2,4,2019-09-05,CARBUS,1,2.4875442857142858,2.4875442857142858
PFCA 2,4,2019-09-05,RUDHIR,1,0.4013691482916667,0.4013691482916667
PFCA 2,4,2019-09-05,ERASPE,3,0.07540000000000001,0.2262
PFCA 2,4,2019-09-05,SORNUT,2,1.9083801666666669,3.8167603333333338
PFCA 2,4,2019-09-05,PENDIG,1,0.26892472222222236,0.26892472222222236
PFCA 2,4,2019-09-05,KOEMAC,13,0.23667,3.07671
PFCA 2,4,2019-09-05,MEDLUP,3,1.523170634920635,4.569511904761905
PFCA 2,4,2019-09-05,MONFIS,3,0.3551962352499999,1.0655887057499998
PFCA 2,4,2019-09-05,JUNSPP,21,0.008396666666666667,0.17633000000000001
PFCA 2,4,2019-09-05,MELSPP,5,2.322282,11.61141
PFCA 2,4,2019-09-05,SETSPP,2,1.3855,2.771
PFCA 2,4,2019-09-05,CORLAN,1,1.3795757576666672,1.3795757576666672
PFCA 3,9,2019-09-05,MELSPP,21,2.322282,48.767922
PFCA 3,9,2019-09-05,ERISPP,1,0.03275,0.03275
TP,4,2019-09-05,UNKFRB53,1,,
TP,4,2019-09-05,DESSPP,2,4.89925,9.7985
TP,4,2019-09-05,CARFES,1,0.8268,0.8268
TP,4,2019-09-05,DICLAN,4,0.2403836666666667,0.9615346666666668
PFCA 2,9,2019-09-05,MELSPP,47,2.322282,109.147254
PFCA 2,9,2019-09-05,SETSPP,1,1.3855,1.3855
PFCA 2,9,2019-09-05,MONFIS,3,0.3551962352499999,1.0655887057499998
PFCA 2,9,2019-09-05,RATPIN,1,0.8603238096666666,0.8603238096666666
PFCA 2,9,2019-09-05,POAPRA,3,0.2459279172857143,0.737783751857143
PFCA 2,9,2019-09-05,SPHOBT,2,0.3955190476190476,0.7910380952380952
TP,9,2019-09-05,CROSAG,9,6.440666666666667,57.966
TP,9,2019-09-05,CARBUS,2,2.4875442857142858,4.9750885714285715
TP,9,2019-09-05,CARFES,2,0.8268,1.6536
TP,9,2019-09-05,PYCTEN,3,0.07830793650793652,0.23492380952380956
TP,9,2019-09-05,ACHMIL,1,0.2219908636428572,0.2219908636428572
PFCA 1,1,2019-09-19,CHAFAS,102,7.381539394,752.9170181879999
PFCA 1,1,2019-09-19,SETSPP,31,1.3855,42.9505
PFCA 1,1,2019-09-19,ERIVIL,2,1.1196,2.2392
PFCA 1,1,2019-09-19,DIGISC,3,0.7629692333333333,2.2889077
PFCA 1,1,2019-09-19,ACAVIR,1,0.6113333333333333,0.6113333333333333
PFCA 1,4,2019-09-19,CHAFAS,18,7.381539394,132.86770909199998
PFCA 1,4,2019-09-19,ACAVIR,2,0.6113333333333333,1.2226666666666666
PFCA 1,4,2019-09-19,RATPIN,1,0.8603238096666666,0.8603238096666666
PFCA 1,4,2019-09-19,DESSPP,2,4.89925,9.7985
PFCA 1,4,2019-09-19,PENDIG,12,0.26892472222222236,3.227096666666668
PFCA 1,4,2019-09-19,RUDHIR,1,0.4013691482916667,0.4013691482916667
PFCA 1,4,2019-09-19,SETSPP,28,1.3855,38.794
PFCA 1,4,2019-09-19,VERSPP,2,1.0889,2.1778
PFCA 1,4,2019-09-19,ACHMIL,1,0.2219908636428572,0.2219908636428572
PFCA 1,4,2019-09-19,DIGISC,61,0.7629692333333333,46.54112323333333
PFCA 1,5,2019-09-19,SETSPP,13,1.3855,18.011499999999998
PFCA 1,5,2019-09-19,DESSPP,1,4.89925,4.89925
PFCA 1,5,2019-09-19,UNKFRB54,1,,
PFCA 1,5,2019-09-19,ACHMIL,8,0.2219908636428572,1.7759269091428576
PFCA 1,5,2019-09-19,DIGISC,39,0.7629692333333333,29.7558001
PFCA 1,5,2019-09-19,PENDIG,1,0.26892472222222236,0.26892472222222236
PFCA 1,8,2019-09-19,CHAFAS,14,7.381539394,103.341551516
PFCA 1,8,2019-09-19,STRLEI,1,12.690452,12.690452
PFCA 1,8,2019-09-19,DIGISC,25,0.7629692333333333,19.074230833333335
PFCA 1,8,2019-09-19,CYPECH,1,0.379847619047619,0.379847619047619
PFCA 1,8,2019-09-19,ACAVIR,2,0.6113333333333333,1.2226666666666666
PFCA 1,8,2019-09-19,SETSPP,11,1.3855,15.240499999999999
PFCA 1,8,2019-09-19,ERISPP,2,0.03275,0.0655
PFCA 1,7,2019-09-19,SETSPP,5,1.3855,6.9275
PFCA 1,7,2019-09-19,CYPECH,8,0.379847619047619,3.038780952380952
PFCA 1,7,2019-09-19,SORNUT,1,1.9083801666666669,1.9083801666666669
PFCA 1,7,2019-09-19,ACHMIL,7,0.2219908636428572,1.5539360455000004
PFCA 1,7,2019-09-19,CHAFAS,12,7.381539394,88.578472728
PFCA 1,7,2019-09-19,ERISPP,15,0.03275,0.49125
PFCA 1,7,2019-09-19,BIDARI,3,2.101,6.303
PFCA 1,7,2019-09-19,DIGISC,36,0.7629692333333333,27.4668924
PFCA 1,7,2019-09-19,RUDHIR,1,0.4013691482916667,0.4013691482916667
PFCA 1,7,2019-09-19,FESPAR,4,1.0607,4.2428
PFCA 1,7,2019-09-19,ACAVIR,1,0.6113333333333333,0.6113333333333333
PFCA 1,10,2019-09-19,SETSPP,14,1.3855,19.397
PFCA 1,10,2019-09-19,CHAFAS,97,7.381539394,716.009321218
PFCA 1,10,2019-09-19,MELSPP,9,2.322282,20.900538
PFCA 1,10,2019-09-19,ACHMIL,3,0.2219908636428572,0.6659725909285716
PFCA 1,10,2019-09-19,RUDHIR,1,0.4013691482916667,0.4013691482916667
PFCA 1,3,2019-09-19,DIGISC,55,0.7629692333333333,41.96330783333333
PFCA 1,3,2019-09-19,SETSPP,37,1.3855,51.2635
PFCA 1,3,2019-09-19,ACAVIR,3,0.6113333333333333,1.8339999999999999
PFCA 1,3,2019-09-19,CHAFAS,39,7.381539394,287.880036366
PFCA 1,3,2019-09-19,MEDLUP,2,1.523170634920635,3.04634126984127
PFCA 1,3,2019-09-19,ERISPP,7,0.03275,0.22925
PFCA 1,3,2019-09-19,DICLAN,10,0.2403836666666667,2.403836666666667
PFCA 1,6,2019-09-19,CYPECH,2,0.379847619047619,0.759695238095238
PFCA 1,6,2019-09-19,ERISPP,32,0.03275,1.048
PFCA 1,6,2019-09-19,SETSPP,15,1.3855,20.7825
PFCA 1,6,2019-09-19,ACAVIR,7,0.6113333333333333,4.279333333333333
PFCA 1,6,2019-09-19,BROJAP,4,1.65777,6.63108
PFCA 1,6,2019-09-19,DIGISC,36,0.7629692333333333,27.4668924
PFCA 1,6,2019-09-19,UNKFRB58,1,,
PFCA 1,2,2019-09-19,CHAFAS,22,7.381539394,162.393866668
PFCA 1,2,2019-09-19,SETSPP,6,1.3855,8.312999999999999
